"消防緊急救護急救處置","總次數","呼吸道處置","口咽呼吸道","鼻咽呼吸道","抽吸","鼻管","面罩","非再呼吸型面罩","BVM","SGA","氣管內管","霧化吸入型面罩","哈姆立克法","其他","創傷處置","頸圈","清洗傷口","包紮止血","長背板固定","鏟式擔架固定","KED固定","骨折固定","夾板固定","抽吸式護木","其他","心肺復甦術","自動心肺復甦機","CPR","使用AED/不建議電擊","使用AED/電擊","藥物處置","靜脈輸液","口服葡萄糖","建議給藥","其他處置","保暖"
"106年 6月/ 屏東縣","8,210","632","8","2","5","159","268","41","82","66","-","-","-","1","2,655","197","1,077","993","245","-","16","-","60","59","8","176","-","93","71","12","25","4","18","-","4,722","1,652"
"106年 6月/ 臺東縣","2,953","282","2","7","5","53","117","34","37","18","-","-","1","8","893","73","340","333","109","-","1","-","13","24","-","64","-","31","29","4","59","48","6","-","1,655","141"
"106年 6月/ 花蓮縣","4,202","311","6","1","3","47","108","72","43","30","-","-","1","-","1,171","130","440","414","122","-","9","-","32","24","-","79","-","39","35","5","21","16","4","-","2,620","588"
"106年 6月/ 澎湖縣","1,131","95","-","-","2","36","37","6","8","6","-","-","-","-","334","21","130","123","46","-","1","-","-","13","-","14","-","7","5","2","5","2","3","-","683","283"
"106年 6月/ 基隆市","2,824","251","16","1","-","38","131","17","34","14","-","-","-","-","899","17","414","408","28","-","3","-","21","8","-","67","-","34","27","6","8","-","8","-","1,599","335"
"106年 6月/ 新竹市","2,656","195","2","-","1","29","79","42","22","20","-","-","-","-","1,072","59","525","402","78","-","2","-","3","3","-","57","-","28","24","5","18","3","14","-","1,314","79"
"106年 6月/ 嘉義市","2,558","138","3","1","2","31","59","11","17","14","-","-","-","-","797","37","370","326","35","-","1","-","15","13","-","35","-","17","13","5","6","2","3","-","1,582","665"
"106年 6月/ 金門縣","507","58","-","-","-","15","29","2","6","6","-","-","-","-","187","9","74","72","21","-","1","-","3","6","1","12","-","6","6","-","2","1","1","-","248","27"
"106年 6月/ 連江縣","87","7","-","-","-","1","5","-","1","-","-","-","-","-","33","6","8","9","8","-","-","-","2","-","-","2","-","1","1","-","-","-","-","-","45","22"
"106年 6月/ 基隆港","40","2","-","-","-","-","2","-","-","-","-","-","-","-","15","2","4","4","3","-","-","-","1","1","-","-","-","-","-","-","-","-","-","-","23","11"
"106年 6月/ 臺中港","63","6","-","-","-","2","4","-","-","-","-","-","-","-","28","4","9","7","5","-","-","-","2","-","1","1","-","-","1","-","-","-","-","-","28","13"
"106年 6月/ 高雄港","107","11","-","-","-","2","3","4","1","-","-","-","-","1","48","6","15","15","5","-","1","-","4","1","1","-","-","-","-","-","1","1","-","-","47","15"
"106年 6月/ 花蓮港","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"106年 7月/ 區域別總計","215,694","16,636","257","181","129","2,871","7,018","2,211","2,257","1,424","-","-","66","222","70,517","3,900","30,745","28,399","4,262","-","185","-","1,249","1,440","337","3,464","-","1,732","1,505","227","2,181","1,443","554","-","122,896","28,820"
"106年 7月/ 新北市","33,056","2,327","50","84","13","347","817","421","371","142","-","-","49","33","11,202","563","5,224","4,405","425","-","44","-","141","400","-","315","-","158","122","35","1,015","816","85","-","18,197","2,490"
"106年 7月/ 臺北市","20,429","1,796","27","4","22","262","802","250","284","115","-","-","2","28","6,755","510","2,850","2,836","266","-","9","-","58","177","49","324","-","165","136","23","284","178","97","-","11,270","677"
"106年 7月/ 桃園市","19,171","1,942","45","20","11","255","1,042","145","175","122","-","-","-","127","5,988","296","2,536","2,527","304","-","15","-","117","-","193","295","-","158","112","25","202","93","101","-","10,744","3,063"
"106年 7月/ 臺中市","26,948","1,955","34","29","9","363","699","323","276","217","-","-","5","-","8,630","254","3,918","3,600","563","-","10","-","194","67","24","441","-","223","205","13","44","8","32","-","15,878","6,280"
"106年 7月/ 臺南市","16,209","1,398","6","5","13","287","571","225","168","111","-","-","-","12","6,463","362","2,829","2,649","390","-","6","-","45","149","33","312","-","147","142","23","109","65","37","-","7,927","1,981"
"106年 7月/ 高雄市","28,388","1,622","9","9","12","413","424","313","254","183","-","-","2","3","9,002","415","4,047","3,629","452","-","20","-","219","220","-","413","-","201","186","26","158","138","7","-","17,193","1,089"
"106年 7月/ 宜蘭縣","4,999","377","7","1","7","45","178","32","57","49","-","-","1","-","1,832","91","784","676","159","-","7","-","60","48","7","111","-","57","48","6","4","3","-","-","2,675","704"
"106年 7月/ 新竹縣","4,104","310","9","1","-","34","123","46","52","44","-","-","-","1","1,476","60","625","596","130","-","5","-","10","50","-","108","-","54","45","9","30","11","16","-","2,180","631"
"106年 7月/ 苗栗縣","5,420","514","2","1","2","72","302","43","53","37","-","-","1","1","1,511","102","603","584","147","-","3","-","29","37","6","96","-","50","41","5","23","9","11","-","3,276","1,528"
"106年 7月/ 彰化縣","13,511","1,001","17","12","4","161","510","55","139","91","-","-","2","10","4,168","216","1,757","1,742","282","-","11","-","141","19","-","244","-","118","113","13","85","21","58","-","8,013","3,213"
"106年 7月/ 南投縣","4,509","416","1","1","4","63","205","41","57","44","-","-","-","-","1,497","93","621","589","146","-","3","-","31","14","-","106","-","51","49","6","20","6","14","-","2,470","664"
"106年 7月/ 雲林縣","6,600","480","6","1","5","69","251","41","55","48","-","-","-","4","2,108","312","787","759","157","-","2","-","30","44","17","98","-","49","43","6","38","27","5","-","3,876","1,483"
"106年 7月/ 嘉義縣","4,971","388","11","3","4","84","160","28","57","40","-","-","-","1","1,296","71","537","497","99","-","5","-","33","54","-","112","-","58","46","8","34","5","27","-","3,141","1,375"
"106年 7月/ 屏東縣","8,581","659","8","3","8","152","310","49","74","54","-","-","1","-","2,694","172","1,119","1,037","243","-","17","-","54","44","8","139","-","72","57","10","20","4","16","-","5,069","1,643"
"106年 7月/ 臺東縣","4,017","301","2","3","6","51","129","42","39","27","-","-","-","2","1,111","94","417","405","138","-","5","-","25","27","-","70","-","34","31","5","57","43","9","-","2,478","140"
"106年 7月/ 花蓮縣","4,296","332","3","1","4","55","121","85","33","29","-","-","1","-","1,295","156","483","457","132","-","13","-","29","25","-","65","-","32","31","2","20","9","11","-","2,584","512"
"106年 7月/ 澎湖縣","1,327","107","1","-","-","22","48","14","13","8","-","-","1","-","418","24","177","157","42","-","2","-","-","16","-","20","-","10","9","1","2","-","2","-","780","311"
"106年 7月/ 基隆市","2,896","263","17","-","-","48","138","5","39","15","-","-","1","-","949","24","436","417","43","-","4","-","9","16","-","73","-","39","29","5","10","-","8","-","1,601","232"
"106年 7月/ 新竹市","2,957","228","1","2","3","43","83","36","34","26","-","-","-","-","1,112","54","532","419","84","-","-","-","7","16","-","74","-","32","38","4","22","6","16","-","1,521","53"
"106年 7月/ 嘉義市","2,613","150","-","1","1","30","72","8","21","17","-","-","-","-","771","20","371","328","33","-","-","-","8","11","-","34","-","17","17","-","1","-","1","-","1,657","690"
"106年 7月/ 金門縣","526","58","1","-","1","14","25","8","5","4","-","-","-","-","188","7","74","72","21","-","4","-","6","4","-","10","-","5","3","2","3","1","1","-","267","21"
"106年 7月/ 連江縣","28","-","-","-","-","-","-","-","-","-","-","-","-","-","4","-","2","2","-","-","-","-","-","-","-","1","-","1","-","-","-","-","-","-","23","9"
"106年 7月/ 基隆港","50","4","-","-","-","1","3","-","-","-","-","-","-","-","16","1","7","7","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","30","12"
"106年 7月/ 臺中港","35","3","-","-","-","-","3","-","-","-","-","-","-","-","12","1","3","3","2","-","-","-","1","2","-","1","-","-","1","-","-","-","-","-","19","8"
"106年 7月/ 高雄港","53","5","-","-","-","-","2","1","1","1","-","-","-","-","19","2","6","6","3","-","-","-","2","-","-","2","-","1","1","-","-","-","-","-","27","11"
"106年 7月/ 花蓮港","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"106年 8月/ 區域別總計","210,709","15,828","234","191","137","2,820","6,579","2,142","2,103","1,314","-","-","72","236","71,020","3,912","31,061","28,670","4,187","-","162","-","1,210","1,465","353","3,223","-","1,611","1,397","215","2,166","1,406","509","-","118,472","26,898"
"106年 8月/ 新北市","32,308","2,209","50","87","16","334","730","373","362","167","-","-","54","36","11,080","534","5,196","4,418","388","-","32","-","130","382","-","346","-","174","138","34","1,068","819","77","-","17,605","2,132"
"106年 8月/ 臺北市","19,840","1,731","11","18","37","259","753","276","250","90","-","-","5","32","6,844","501","2,927","2,888","250","-","4","-","62","171","41","266","-","137","105","24","246","159","78","-","10,753","530"
"106年 8月/ 桃園市","18,294","1,782","50","13","5","220","956","128","163","114","-","-","1","132","5,976","250","2,537","2,514","283","-","14","-","115","69","194","291","-","151","123","17","189","83","99","-","10,056","2,745"
"106年 8月/ 臺中市","26,226","1,798","35","26","7","347","652","261","258","210","-","-","2","-","8,715","293","3,903","3,608","567","-","5","-","226","79","34","411","-","205","188","18","54","4","46","-","15,248","5,810"
"106年 8月/ 臺南市","15,961","1,411","9","7","13","293","565","257","156","96","-","-","1","14","6,587","397","2,887","2,677","381","-","10","-","51","143","41","285","-","134","128","23","113","74","21","-","7,565","1,796"
"106年 8月/ 高雄市","28,395","1,513","4","8","8","358","406","323","243","161","-","-","1","1","9,125","377","4,117","3,735","463","-","23","-","186","222","2","380","-","186","174","20","130","111","3","-","17,247","1,170"
"106年 8月/ 宜蘭縣","4,388","344","3","2","1","52","163","28","56","39","-","-","-","-","1,611","94","696","568","154","-","6","-","39","36","18","96","-","48","43","5","4","2","2","-","2,333","572"
"106年 8月/ 新竹縣","4,032","283","9","3","2","38","129","41","34","26","-","-","1","-","1,496","64","644","609","122","-","7","-","11","39","-","68","-","35","26","7","34","19","11","-","2,151","580"
"106年 8月/ 苗栗縣","5,456","470","2","-","4","79","281","42","36","25","-","-","1","-","1,647","100","697","649","140","-","2","-","21","32","6","65","-","33","28","4","20","6","13","-","3,254","1,521"
"106年 8月/ 彰化縣","13,284","924","13","9","5","162","484","53","112","76","-","-","1","9","4,324","214","1,834","1,823","283","-","7","-","134","29","-","207","-","102","99","6","74","16","56","-","7,755","3,075"
"106年 8月/ 南投縣","4,430","400","2","4","3","55","237","34","36","28","-","-","1","-","1,479","100","615","573","145","-","7","-","28","11","-","72","-","34","37","1","15","6","9","-","2,464","638"
"106年 8月/ 雲林縣","6,393","440","2","2","5","80","213","34","51","43","-","-","1","9","2,121","309","782","744","175","-","3","-","41","53","14","89","-","45","35","9","35","27","4","-","3,708","1,366"
"106年 8月/ 嘉義縣","4,895","384","7","3","7","89","167","31","45","35","-","-","-","-","1,248","72","517","488","92","-","6","-","35","38","-","91","-","45","35","11","32","3","26","-","3,140","1,379"
"106年 8月/ 屏東縣","8,846","733","7","2","8","178","303","54","102","78","-","-","1","-","2,814","207","1,153","1,080","250","-","20","-","52","51","1","197","-","105","83","9","25","6","17","-","5,077","1,633"
"106年 8月/ 臺東縣","3,208","253","1","5","3","54","113","29","34","14","-","-","-","-","1,054","90","400","387","130","-","2","-","22","23","-","62","-","30","27","5","54","42","10","-","1,785","121"
"106年 8月/ 花蓮縣","4,496","375","4","1","6","58","109","109","45","40","-","-","2","1","1,384","171","516","498","147","-","6","-","14","32","-","89","-","43","41","5","24","16","6","-","2,624","511"
"106年 8月/ 澎湖縣","1,106","58","-","-","-","25","22","5","5","1","-","-","-","-","362","13","161","151","32","-","2","-","-","3","-","9","-","5","3","1","1","-","1","-","676","288"
"106年 8月/ 基隆市","2,623","232","18","-","-","47","108","7","37","15","-","-","-","-","850","21","392","380","37","-","-","-","8","12","-","66","-","34","28","4","4","-","4","-","1,471","211"
"106年 8月/ 新竹市","3,001","238","2","1","3","41","83","36","42","29","-","-","-","1","1,194","48","600","446","70","-","4","-","14","12","-","64","-","31","28","5","34","12","18","-","1,471","52"
"106年 8月/ 嘉義市","2,749","159","3","-","-","34","63","8","29","22","-","-","-","-","818","33","374","330","44","-","1","-","19","17","-","57","-","28","25","4","8","1","6","-","1,707","694"
"106年 8月/ 金門縣","519","62","2","-","3","11","25","12","5","4","-","-","-","-","204","15","84","77","22","-","-","-","1","5","-","10","-","5","3","2","2","-","2","-","241","17"
"106年 8月/ 連江縣","50","6","-","-","-","2","4","-","-","-","-","-","-","-","12","-","5","5","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","32","11"
"106年 8月/ 基隆港","63","6","-","-","-","2","4","-","-","-","-","-","-","-","24","2","8","8","3","-","-","-","1","1","1","-","-","-","-","-","-","-","-","-","33","14"
"106年 8月/ 臺中港","54","6","-","-","-","2","4","-","-","-","-","-","-","-","17","2","6","6","1","-","-","-","-","2","-","-","-","-","-","-","-","-","-","-","31","14"
"106年 8月/ 高雄港","92","11","-","-","1","-","5","1","2","1","-","-","-","1","34","5","10","8","6","-","1","-","-","3","1","2","-","1","-","1","-","-","-","-","45","18"
"106年 8月/ 花蓮港","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"106年 9月/ 區域別總計","197,648","14,392","224","155","151","2,502","6,042","1,951","1,898","1,178","-","-","69","222","67,602","3,602","29,600","27,281","3,879","-","159","-","1,252","1,478","351","2,930","-","1,469","1,239","222","1,841","1,163","451","-","110,883","25,338"
"106年 9月/ 新北市","29,707","1,936","43","68","16","287","697","335","311","108","-","-","49","22","10,530","543","4,920","4,134","396","-","31","-","135","371","-","287","-","145","108","34","863","631","66","-","16,091","2,150"
"106年 9月/ 臺北市","18,298","1,567","7","12","29","198","703","235","259","95","-","-","1","28","6,239","412","2,683","2,671","204","-","3","-","61","159","46","276","-","141","110","25","222","141","69","-","9,994","606"
"106年 9月/ 桃園市","17,273","1,670","54","15","10","210","891","111","148","100","-","-","1","130","5,633","245","2,390","2,356","267","-","9","-","114","59","193","250","-","134","100","16","174","83","86","-","9,546","2,636"
"106年 9月/ 臺中市","25,608","1,689","38","27","9","316","590","269","245","191","-","-","2","2","8,792","257","3,985","3,690","540","-","11","-","207","86","16","385","-","192","172","21","47","10","30","-","14,695","5,594"
"106年 9月/ 臺南市","15,000","1,233","6","4","10","262","479","231","137","89","-","-","1","14","6,551","382","2,854","2,670","348","-","9","-","67","167","54","255","-","121","118","16","89","60","21","-","6,872","1,508"
